main_category,subcategory,leaf_category,url,scrape_status,last_scraped,items_found,pages_scraped,errors,notes
Men,Ethnic wear,Lungi,"https://www.flipkart.com/clothing-and-accessories/bottomwear/lungi/men-lungi/pr?sid=clo,vua,5jo,cqs",url_found,,,,,Matched 'Lungi' score=0.85
Men,Innerwear & Loungewear,Briefs & Trunks,https://www.flipkart.com/clothing-and-accessories/innerwear/brief-and-trunk/men-brief-and-trunk/pr?sid=clo%2Cqfl%2Cszr%2C3xl,verified,,,,,auto-matched 'Briefs & Trunks' score=0.75
Men,Innerwear & Loungewear,Vests,"https://www.flipkart.com/clothing-and-accessories/innerwear/vests/men-vests/pr?sid=clo,qfl,wp7,zpk",url_found,,,,,Matched 'Vests' score=0.85
Men,Innerwear & Loungewear,Boxers,"https://www.flipkart.com/clothing-and-accessories/innerwear/boxers/men-boxers/pr?sid=clo,qfl,1pt,jlb",url_found,,,,,Matched 'Boxers' score=0.85
Men,Innerwear & Loungewear,Pyjamas and Lounge Pants,"https://www.flipkart.com/clothing-and-accessories/sleepwear/pyjamas-and-lounge-pants/men-pyjamas-and-lounge-pants/pr?sid=clo,1hc,a7m,b4p",url_found,,,,,Matched 'Pyjamas and Lounge Pants' score=0.85
Men,Innerwear & Loungewear,Thermals,"https://www.flipkart.com/clothing-and-accessories/winter-wear/thermals/men-thermals/pr?sid=clo,qvw,ugg,oak",url_found,,,,,Matched 'Thermals' score=0.85
Men,Innerwear & Loungewear,Night Suits,"https://www.flipkart.com/clothing-and-accessories/sleepwear/night-suits/men-night-suits/pr?sid=clo,1hc,5d2,dos",url_found,,,,,Matched 'Night Suits' score=0.85
Men,,Raincoats & Windcheaters,https://www.flipkart.com/clothing-and-accessories/~cs-4ayq68p3ip/pr?sid=clo&collection-tab-name=Raincoats+And+Windcheaters,verified,,,,,auto-matched 'Raincoats & Windcheaters' score=0.75
Men,Watches,Fastrack,https://www.flipkart.com/watches/fastrack~brand/pr?sid=r18,verified,,,,,Matched 'Fastrack' score=0.85
Men,Watches,Casio,https://www.flipkart.com/watches/casio~brand/pr?sid=r18,verified,,,,,Matched 'Casio' score=0.85
Men,Watches,Titan,https://www.flipkart.com/watches/titan~brand/pr?sid=r18,verified,,,,,Matched 'Titan' score=0.85
Men,Watches,Fossil,https://www.flipkart.com/watches/fossil~brand/pr?sid=r18,verified,,,,,Matched 'Fossil' score=0.85
Men,Watches,Sonata,https://www.flipkart.com/watches/sonata~brand/pr?sid=r18,verified,,,,,Matched 'Sonata' score=0.85
Men,Accessories,Backpacks,"https://www.flipkart.com/bags-wallets-belts/bags-backpacks/backpacks/pr?sid=reh,4d7,ak9",verified,,,,,Matched 'Backpacks' score=0.85
Men,Accessories,Wallets,https://www.flipkart.com/bags-wallets-belts/~wallets-belts/pr?sid=reh,verified,,,,,Matched 'Wallets & Belts' score=0.65
Men,Accessories,Belts,"https://www.flipkart.com/bags-wallets-belts/belts/~men/pr?sid=reh,wq9",url_found,,,,,Matched 'Belts' score=0.85
Men,Accessories,Sunglasses,https://www.flipkart.com/sunglasses/pr?sid=26x,verified,,,,,URL found by discover_categories on 2026-06-07
Men,Accessories,Luggage & Travel,https://www.flipkart.com/bags-wallets-belts/luggage-travel/pr?sid=reh/plk,verified,,,,,Matched 'Luggage & Travel' score=0.85
Men,Accessories,Frames,https://www.flipkart.com/eyewear/frames/pr?sid=u73/h4k,verified,,,,,Matched 'Frames' score=0.85
Men,Accessories,Jewellery,https://www.flipkart.com/jewellery/pr?sid=mcr,verified,,,,,URL found by discover_categories on 2026-06-07
Men,Sports & Fitness Store,Sports & Fitness Store,https://www.flipkart.com/sport-store,failed,2026-06-10T15:40:28,,,HTTP 200 but no product cards found,auto-matched 'Sports & Fitness Store' score=0.83
Men,,Smart Watches,https://www.flipkart.com/wearable-smart-devices/smart-watches/pr?sid=ajy%2Cbuh,url_found,,,,,URL found by discover_categories on 2026-06-07
Men,,Smart Bands,"https://www.flipkart.com/wearable-smart-devices/smart-bands/pr?sid=ajy,q7p",url_found,,,,,Matched 'Smart Bands' score=0.85
Men,Personal Care Appliances,Trimmers,https://www.flipkart.com/health-personal-care-appliances/personal-care-appliances/trimmers/pr?sid=zlw%2C79s%2Cby3,verified,,,,,URL found by discover_categories on 2026-06-07
Men,Personal Care Appliances,Shavers,"https://www.flipkart.com/health-personal-care-appliances/personal-care-appliances/shavers/pr?sid=zlw,79s,u3j",verified,,,,,Matched 'Shavers' score=0.85
Men,Personal Care Appliances,Grooming Kits,https://www.flipkart.com/health-personal-care-appliances/personal-care-appliances/grooming-kit/pr?sid=zlw%2C79s%2Cbi7,verified,,,,,auto-matched 'Grooming Kits' score=0.87
Women,Clothing,Topwear,"https://www.flipkart.com/clothing-and-accessories/topwear/pr?sid=clo,ash",verified,,,,,Matched 'Top wear' score=0.81
Women,Clothing,Dresses,"https://www.flipkart.com/clothing-and-accessories/dresses-and-gown/dress/women-dress/pr?sid=clo,odx,maj,jhy",verified,,,,,Matched 'Dresses' score=0.88
Women,Clothing,Jeans,"https://www.flipkart.com/clothing-and-accessories/bottomwear/jeans/women-jeans/pr?sid=clo,vua,k58,4hp",verified,,,,,Matched 'Jeans' score=0.88
Women,Clothing,Shorts,"https://www.flipkart.com/clothing-and-accessories/bottomwear/shorts/women-shorts/pr?sid=clo,vua,e8g,hbd",url_found,,,,,Matched 'Shorts' score=0.88
Women,Clothing,Skirts,"https://www.flipkart.com/clothing-and-accessories/bottomwear/skirts/women-skirts/pr?sid=clo,vua,iku,w5t",verified,,,,,Matched 'Skirts' score=0.88
Women,Clothing,Jeggings & Tights,https://www.flipkart.com/clothing-and-accessories/bottomwear/~cs-hdgz8fjfgm/pr?sid=clo%2Cvua&collection-tab-name=Tights+And++Legging,verified,,,,,auto-matched 'Jeggings & Tights' score=0.75
Women,Clothing,Trousers & Capris,https://www.flipkart.com/clothing-and-accessories/bottomwear/~cs-g50m8job1g/pr?sid=clo%2Cvua&collection-tab-name=Trousers+and+Capris,verified,,,,,auto-matched 'Trousers & Capris' score=0.75
Women,Lingerie & Sleepwear,Bras,https://www.flipkart.com/clothing-and-accessories/innerwear/bra/women-bra/pr?sid=clo%2Cqfl%2Cv5v%2Ckzg,url_found,,,,,auto-matched 'Bras' score=0.77
Women,Lingerie & Sleepwear,Panties,"https://www.flipkart.com/clothing-and-accessories/innerwear/panties/women-panties/pr?sid=clo,qfl,q5u,la2",verified,,,,,Matched 'Panties' score=0.88
Women,Lingerie & Sleepwear,Lingerie Sets,"https://www.flipkart.com/clothing-and-accessories/innerwear/lingerie-and-accessories/lingerie-sets/pr?sid=clo,qfl,w4j,53e",verified,,,,,Matched 'Lingerie Sets' score=0.85
Women,Lingerie & Sleepwear,Night Dresses & Nighties,https://www.flipkart.com/clothing-and-accessories/sleepwear/night-dresses-and-nighties/women-night-dresses-and-nighties/pr?sid=clo%2C1hc%2Ckc4%2Cnmu,url_found,,,,,auto-matched 'Night Dresses & Nighties' score=1.00
Women,Lingerie & Sleepwear,Shapewear,"https://www.flipkart.com/clothing-and-accessories/innerwear/shapewears/women-shapewears/pr?sid=clo,qfl,uga,tpq",url_found,,,,,Matched 'Shapewear' score=0.88
Women,Lingerie & Sleepwear,Camisoles & Slips,https://www.flipkart.com/clothing-and-accessories/innerwear/camisole-and-slips/women-camisole-and-slips/pr?sid=clo%2Cqfl%2Cpji%2Ccrb,url_found,,,,,auto-matched 'Camisoles & Slips' score=0.89
Women,Ethnic Wear,Sarees,https://www.flipkart.com/clothing-and-accessories/saree-and-accessories/saree/women-saree/pr,failed,2026-06-10T15:39:05,,,Ignoring non-200 response,URL found by discover_categories on 2026-06-07
Women,Ethnic Wear,Kurtas & Kurtis,https://www.flipkart.com/womens-kurtas-kurtis/pr?sid=clo%2Ccfv%2Ccib%2Crkt,verified,,,,,URL found by discover_categories on 2026-06-07
Women,Ethnic Wear,Dress Material,"https://www.flipkart.com/clothing-and-accessories/fabric/dress-material/women-dress-material/pr?sid=clo,qfi,xcx,ms4",verified,,,,,Matched 'Dress Material' score=0.88
Women,Ethnic Wear,Lehenga Choli,"https://www.flipkart.com/clothing-and-accessories/lehenga-choli/women-lehenga-choli/pr?sid=clo,hlg,wrp",verified,,,,,Matched 'Lehenga Choli' score=0.88
Women,Ethnic Wear,Blouse,"https://www.flipkart.com/clothing-and-accessories/saree-and-accessories/blouse/women-blouse/pr?sid=clo,8on,5n9,hny",url_found,,,,,Matched 'Blouse' score=0.88
Women,Ethnic Wear,Kurta Sets & Salwar Suits,https://www.flipkart.com/clothing-and-accessories/ethnic-wear/ethnic-sets/women-ethnic-sets-and-salwar-suits/pr?sid=clo%2Ccfv%2Citg%2Ctys,url_found,,,,,auto-matched 'Kurta Sets & Salwar Suits' score=0.95
Women,Ethnic Wear,Gowns,https://www.flipkart.com/womens-gowns/pr?sid=clo%2Codx%2Cod7%2C0xx,verified,,,,,URL found by discover_categories on 2026-06-07
Women,Ethnic Wear,Dupattas,"https://www.flipkart.com/clothing-and-accessories/clothing-accessories/dupattas/women-dupattas/pr?sid=clo,qd8,t6b,pjy",url_found,,,,,Matched 'Dupattas' score=0.88
Women,Ethnic Bottoms,Leggings & Churidars,https://www.flipkart.com/clothing-and-accessories/ethnic-wear/leggings-and-churidar/women-leggings-and-churidar/pr?sid=clo%2Ccfv%2Cht7%2Ccjo,url_found,,,,,auto-matched 'Leggings & Churidars' score=0.89
Women,Ethnic Bottoms,Palazzos,https://www.flipkart.com/clothing-and-accessories/ethnic-wear/palazzo/pr?sid=clo%2Ccfv%2Cmn6,url_found,,,,,auto-matched 'Palazzos' score=0.75
Women,Ethnic Bottoms,Shararas,https://www.flipkart.com/clothing-and-accessories/ethnic-wear/sharara/pr?sid=clo%2Ccfv%2C7po,url_found,,,,,auto-matched 'Shararas' score=0.75
Women,Ethnic Bottoms,Salwars & Patiala,https://www.flipkart.com/clothing-and-accessories/ethnic-wear/salwar-and-patiala/women-salwar-and-patiala/pr?sid=clo%2Ccfv%2C1n0%2Cops,url_found,,,,,auto-matched 'Salwars & Patiala' score=0.89
Women,Ethnic Bottoms,Salwars & Patiala,https://www.flipkart.com/clothing-and-accessories/ethnic-wear/salwar-and-patiala/women-salwar-and-patiala/pr?sid=clo%2Ccfv%2C1n0%2Cops,url_found,,,,,auto-matched 'Salwars & Patiala' score=0.89
Women,Ethnic Bottoms,Dhoti Pants,"https://www.flipkart.com/clothing-and-accessories/ethnic-wear/dhoti-pants/women-dhoti-pants/pr?sid=clo,cfv,emd,on4",url_found,,,,,Matched 'Dhoti Pants' score=0.88
Women,Ethnic Bottoms,Ethnic Trousers,https://www.flipkart.com/clothing-and-accessories/bottomwear/trouser/women-trouser/pr?sid=clo%2Cvua%2Cmle%2C8ie&p%5B%5D=facets.suitable_for%255B%255D%3DEthnic%2BWear&p%5B%5D=facets.suitable_for%255B%255D%3DFusion%2BWear,verified,,,,,auto-matched 'Ethnic Trousers' score=0.77
Women,Ethnic Bottoms,Saree Shapewear & Petticoats,https://www.flipkart.com/clothing-and-accessories/saree-and-accessories/petticoat/women-petticoat/pr?sid=clo%2C8on%2Ctpo%2Ctuw,url_found,,,,,auto-matched 'Saree Shapewear & Petticoats' score=0.85
Women,Footwear,,,,,,,,
Women,Sandals,Flats,"https://www.flipkart.com/womens-footwear/flats/pr?sid=osp,iko,9d5",url_found,,,,,Matched 'Flats' score=0.88
Women,Sandals,Heels,https://www.flipkart.com/womens-footwear/womens-heels/pr?sid=osp%2Ciko%2C6q1,verified,,,,,URL found by discover_categories on 2026-06-07
Women,Shoes,Sports Shoes,https://www.flipkart.com/mens-footwear/sports-shoes/pr?sid=osp%2Ccil%2C1cu,url_found,,,,,URL found by discover_categories on 2026-06-07
Women,Shoes,Casual Shoes,https://www.flipkart.com/mens-footwear/casual-shoes/pr?sid=osp%2Ccil%2Ce1f,url_found,,,,,URL found by discover_categories on 2026-06-07
Women,Shoes,Boots,"https://www.flipkart.com/womens-footwear/boots/pr?sid=osp,iko,xgp",url_found,,,,,Matched 'Boots' score=0.88
Women,,Ballerinas,"https://www.flipkart.com/womens-footwear/ballerinas/pr?sid=osp,iko,974",url_found,,,,,Matched 'Ballerinas' score=0.88
Women,,Slippers & Flip- Flop's,https://www.flipkart.com/womens-footwear/slippers-flip-flops/pr?sid=osp%2Ciko%2Ciz7,url_found,,,,,auto-matched 'Slippers & Flip- Flop's' score=1.00
Women,,Smart Watches,https://www.flipkart.com/wearable-smart-devices/smart-watches/pr?sid=ajy%2Cbuh,url_found,,,,,URL found by discover_categories on 2026-06-07
Women,Personal Care Appliances,Hair Straightners,https://www.flipkart.com/health-personal-care-appliances/personal-care-appliances/hair-straighteners/pr?sid=zlw%2C79s%2Cdk5,verified,,,,,auto-matched 'Hair Straightners' score=0.87
Women,Personal Care Appliances,Hair Dryers,"https://www.flipkart.com/health-personal-care-appliances/personal-care-appliances/hair-dryers/pr?sid=zlw,79s,mh8",verified,,,,,Matched 'Hair Dryers' score=0.85
Women,Personal Care Appliances,Epilators,"https://www.flipkart.com/health-personal-care-appliances/personal-care-appliances/epilators/pr?sid=zlw,79s,k32",verified,,,,,Matched 'Epilators' score=0.85
Women,Beauty & Grooming,Make Up,https://www.flipkart.com/beauty-and-grooming/makeup/pr?sid=g9b%2Cffi&p%5B%5D=facets.serviceability%5B%5D%3Dtrue,verified,,,,,auto-matched 'Make Up' score=0.99
Women,Beauty & Grooming,Skin Care,https://www.flipkart.com/beauty-and-grooming/body-face-skin-care/body-and-face-care/pr?sid=g9b%2Cema%2C5la&p%5B%5D=facets.ideal_for%255B%255D%3DMen%2B%2526%2BWomen&p%5B%5D=facets.ideal_for%255B%255D%3DWomen&p%5B%5D=facets.ideal_for%255B%255D%3DUnisex&p%5B%5D=facets.serviceability%5B%5D%3Dtrue,verified,,,,,auto-matched 'Skin Care' score=1.00
Women,Beauty & Grooming,Hair Care,https://www.flipkart.com/beauty-and-grooming/hair-care-and-accessory/pr?sid=g9b%2Clcf,verified,,,,,URL found by discover_categories on 2026-06-07
Women,Beauty & Grooming,Bath & Spa,https://www.flipkart.com/beauty-and-grooming/bath-shower/pr?sid=g9b%2C5nz&p%5B%5D=facets.serviceability%5B%5D%3Dtrue,verified,,,,,auto-matched 'Bath & Spa' score=0.99
Women,Beauty & Grooming,Deodorants & Perfumes,https://www.flipkart.com/beauty-and-grooming/fragrances/pr?sid=g9b%2C0yh&p%5B%5D=facets.ideal_for%255B%255D%3DWomen&p%5B%5D=facets.ideal_for%255B%255D%3DMen%2B%2526%2BWomen&p%5B%5D=facets.serviceability%5B%5D%3Dtrue,verified,,,,,auto-matched 'Deodorants & Perfumes' score=0.77
Women,Jewellery,Artificial Jewellery,https://www.flipkart.com/search?q=artificial+jewellery+for+women&sid=mcr%2C96v%2Cyx2&suggestionId=artificial+jewellery+for+women%7CJewellery+Sets&requestId=eefe6a0a-3391-405d-913c-53850a82dd38,verified,,,,,auto-matched 'Artificial Jewellery' score=0.77
Women,Jewellery,Silver Jewellery,"https://www.flipkart.com/jewellery/silver-jewellery/pr?sid=mcr,tfz",verified,,,,,Matched 'Silver Jewellery' score=0.85
Women,Jewellery,Precious Jewellery,"https://www.flipkart.com/jewellery/precious-jewellery/pr?sid=mcr,ykh",verified,,,,,Matched 'Precious Jewellery' score=0.85
Women,Jewellery,Coins and Bars,https://www.flipkart.com/jewellery/gemstones-coins-bars/pr?sid=mcr%2C73x&p%5B%5D=facets.serviceability%5B%5D%3Dtrue,url_found,,,,,auto-matched 'Coins and Bars' score=0.99
Women,Accessories,Handbags,https://www.flipkart.com/bags-wallets-belts/handbags-clutches/handbags/pr?sid=reh%2Cihu%2Cm08,verified,,,,,URL found by discover_categories on 2026-06-07
Women,Accessories,Shoulder Bags,"https://www.flipkart.com/bags-wallets-belts/handbags-clutches/shoulder-bags/pr?sid=reh,ihu,1gy",verified,,,,,Matched 'Shoulder Bags' score=0.85
Women,Accessories,Totes,"https://www.flipkart.com/bags-wallets-belts/handbags-clutches/totes/pr?sid=reh,ihu,v57",verified,,,,,Matched 'Totes' score=0.85
Women,Accessories,Sling bags,"https://www.flipkart.com/bags-wallets-belts/handbags-clutches/sling-bags/pr?sid=reh,ihu,mf2",verified,,,,,Matched 'Sling bags' score=0.85
Women,Accessories,Sling bags,"https://www.flipkart.com/bags-wallets-belts/handbags-clutches/sling-bags/pr?sid=reh,ihu,mf2",url_found,,,,,Matched 'Sling bags' score=0.85
Women,Accessories,Clutches,"https://www.flipkart.com/bags-wallets-belts/wallets-clutches/clutches/pr?sid=reh,cca,q6i",verified,,,,,Matched 'Clutches' score=0.85
Women,Accessories,Wallets & Belts,https://www.flipkart.com/bags-wallets-belts/~wallets-belts/pr?sid=reh,url_found,,,,,Matched 'Wallets & Belts' score=0.85
Baby & Kids,Kids Clothing,,,,,,,,
Baby & Kids,Boys' Clothing,T-Shirts,https://www.flipkart.com/clothing-and-accessories/topwear/tshirt/pr?sid=clo%2Cash%2Cank&p%5B%5D=facets.ideal_for%255B%255D%3DBoys&p%5B%5D=facets.ideal_for%255B%255D%3DBoys%2B%2526%2BGirls&p%5B%5D=facets.ideal_for%255B%255D%3DBaby%2BBoys%2B%2526%2BBaby%2BGirls&p%5B%5D=facets.ideal_for%255B%255D%3DBaby%2BBoys,url_found,,,,,auto-matched 'T-Shirts' score=0.77
Baby & Kids,Boys' Clothing,Ethnic Wear,"https://www.flipkart.com/clothing-and-accessories/ethnic-wear/pr?sid=clo,cfv",verified,,,,,Matched 'Ethnic wear' score=0.85
Baby & Kids,Boys' Clothing,Shorts,"https://www.flipkart.com/clothing-and-accessories/bottomwear/shorts/men-shorts/pr?sid=clo,vua,e8g,kc7",url_found,,,,,Matched 'Shorts' score=0.85
Baby & Kids,Boys' Clothing,Shirts,https://www.flipkart.com/clothing-and-accessories/topwear/shirt/kids-shirt/pr?sid=clo%2Cash%2Caxc%2Cznf&p%5B%5D=facets.ideal_for%255B%255D%3DBoys,url_found,,,,,auto-matched 'Shirts' score=0.77
Baby & Kids,Boys' Clothing,Innerwear,"https://www.flipkart.com/clothing-and-accessories/innerwear/pr?sid=clo,qfl",verified,,,,,Matched 'Innerwear' score=0.85
Baby & Kids,Girls' Clothing,Dresses & Skirts,https://www.flipkart.com/clothing-and-accessories/dresses-and-gown/dress/kids-dress/pr?sid=clo%2Codx%2Cmaj%2Czc1,verified,,,,,auto-matched 'Dresses & Skirts' score=0.89
Baby & Kids,Girls' Clothing,Ethnic Wear,"https://www.flipkart.com/clothing-and-accessories/ethnic-wear/pr?sid=clo,cfv",url_found,,,,,Matched 'Ethnic wear' score=0.85
Baby & Kids,Girls' Clothing,T-shirts & Tops,https://www.flipkart.com/clothing-and-accessories/topwear/pr?sid=clo%2Cash&p%5B%5D=facets.ideal_for%255B%255D%3DGirls&p%5B%5D=facets.ideal_for%255B%255D%3DBoys%2B%2526%2BGirls&p%5B%5D=facets.ideal_for%255B%255D%3DBaby%2BBoys%2B%2526%2BBaby%2BGirls&p%5B%5D=facets.ideal_for%255B%255D%3DBaby%2BGirls,verified,,,,,auto-matched 'T-shirts & Tops' score=0.77
Baby & Kids,Girls' Clothing,Innerwear,"https://www.flipkart.com/clothing-and-accessories/innerwear/pr?sid=clo,qfl",url_found,,,,,Matched 'Innerwear' score=0.85
Baby & Kids,Baby Boys' Clothing,Combos Sets,https://www.flipkart.com/clothing-and-accessories/kids-clothing-sets/kids-appareal-combo/pr?sid=clo%2Ceof%2C1bp&p%5B%5D=facets.ideal_for%255B%255D%3DBaby%2BBoys&p%5B%5D=facets.ideal_for%255B%255D%3DBaby%2BBoys%2B%2526%2BBaby%2BGirls,verified,,,,,auto-matched 'Combos Sets' score=0.89
Baby & Kids,Baby Boys' Clothing,T-Shirts,https://www.flipkart.com/clothing-and-accessories/topwear/tshirt/pr?sid=clo%2Cash%2Cank&p%5B%5D=facets.ideal_for%255B%255D%3DBoys&p%5B%5D=facets.ideal_for%255B%255D%3DBoys%2B%2526%2BGirls&p%5B%5D=facets.ideal_for%255B%255D%3DBaby%2BBoys%2B%2526%2BBaby%2BGirls&p%5B%5D=facets.ideal_for%255B%255D%3DBaby%2BBoys,url_found,,,,,auto-matched 'T-Shirts' score=0.77
Baby & Kids,Baby Boys' Clothing,Innerwear,"https://www.flipkart.com/clothing-and-accessories/innerwear/pr?sid=clo,qfl",url_found,,,,,Matched 'Innerwear' score=0.85
Baby & Kids,Baby Girls' Clothing,Combos Sets,https://www.flipkart.com/clothing-and-accessories/kids-clothing-sets/kids-appareal-combo/pr?sid=clo%2Ceof%2C1bp&p%5B%5D=facets.ideal_for%255B%255D%3DBaby%2BBoys&p%5B%5D=facets.ideal_for%255B%255D%3DBaby%2BBoys%2B%2526%2BBaby%2BGirls,url_found,,,,,auto-matched 'Combos Sets' score=0.89
Baby & Kids,Baby Girls' Clothing,Dresses & Gowns,https://www.flipkart.com/clothing-and-accessories/dresses-and-gown/dress/kids-dress/pr?sid=clo%2Codx%2Cmaj%2Czc1,url_found,,,,,auto-matched 'Dresses & Gowns' score=0.89
Baby & Kids,Baby Girls' Clothing,Innerwear,"https://www.flipkart.com/clothing-and-accessories/innerwear/pr?sid=clo,qfl",url_found,,,,,Matched 'Innerwear' score=0.85
Baby & Kids,Boys' Footwear,Sandals,"https://www.flipkart.com/womens-footwear/~womens-sandals/pr?sid=osp,iko",verified,,,,,Matched 'Sandals' score=0.85
Baby & Kids,Boys' Footwear,Sport Shoes,https://www.flipkart.com/footwear/kids-infant-footwear/boys-footwear/sports-shoes/pr?sid=osp%2Cmba%2Co3t%2Caua,verified,,,,,auto-matched 'Sport Shoes' score=1.00
Baby & Kids,,Infant Footwear,https://www.flipkart.com/footwear/kids-infant-footwear/pr?sid=osp%2Cmba,verified,,,,,URL found by discover_categories on 2026-06-07
Baby & Kids,Character Shoes,Kids' Watches,https://www.flipkart.com/watches/pr?sid=r18&p%5B%5D=facets.ideal_for%255B%255D%3DGirls&p%5B%5D=facets.ideal_for%255B%255D%3DBoys&p%5B%5D=facets.ideal_for%255B%255D%3DBoys%2B%2526%2BGirls,verified,,,,,auto-matched 'Kids' Watches' score=0.87
Baby & Kids,,Kids' Winter Wear,https://www.flipkart.com/clothing-and-accessories/winter-wear/pr?sid=clo%2Cqvw&p%5B%5D=facets.ideal_for%255B%255D%3DBoys&p%5B%5D=facets.ideal_for%255B%255D%3DBoys%2B%2526%2BGirls&p%5B%5D=facets.ideal_for%255B%255D%3DGirls&p%5B%5D=facets.ideal_for%255B%255D%3DBaby%2BBoys%2B%2526%2BBaby%2BGirls&p%5B%5D=facets.ideal_for%255B%255D%3DBaby%2BGirls&p%5B%5D=facets.ideal_for%255B%255D%3DBaby%2BBoys,verified,,,,,auto-matched 'Kids' Winter Wear' score=0.93
Baby & Kids,Boys',, Winter Wear,Boys' Sweatshirts,https://www.flipkart.com/clothing-and-accessories/winter-wear/sweatshirt/kids-sweatshirt/pr?sid=clo%2Cqvw%2C64a%2Clwy&p%5B%5D=facets.ideal_for%255B%255D%3DBoys&p%5B%5D=facets.ideal_for%255B%255D%3DBoys%2B%2526%2BGirls,url_found,,,,,auto-matched 'Boys' Sweatshirts' score=0.77
Baby & Kids,Boys' Winter Wear,Boys' Jacket,https://www.flipkart.com/clothing-and-accessories/winter-wear/jackets/kids-jackets/pr?sid=clo%2Cqvw%2Cz0g%2C0vw,verified,,,,,auto-matched 'Boys' Jacket' score=0.89
Baby & Kids,Girls' Winter Wear,Girls' Sweatshirts,https://www.flipkart.com/clothing-and-accessories/winter-wear/sweatshirt/kids-sweatshirt/pr?sid=clo%2Cqvw%2C64a%2Clwy&p%5B%5D=facets.ideal_for%255B%255D%3DBoys%2B%2526%2BGirls&p%5B%5D=facets.ideal_for%255B%255D%3DGirls,url_found,,,,,auto-matched 'Girls' Sweatshirts' score=0.77
Baby & Kids,Girls' Winter Wear,Girls' Jackets,https://www.flipkart.com/clothing-and-accessories/winter-wear/jackets/kids-jackets/pr?sid=clo%2Cqvw%2Cz0g%2C0vw,url_found,,,,,auto-matched 'Girls' Jackets' score=0.89
Baby & Kids,Girls' Winter Wear,Infant Winter Wear,https://www.flipkart.com/clothing-and-accessories/winter-wear/pr?sid=clo%2Cqvw&p%5B%5D=facets.ideal_for%255B%255D%3DBaby%2BBoys%2B%2526%2BBaby%2BGirls&p%5B%5D=facets.ideal_for%255B%255D%3DBaby%2BGirls&p%5B%5D=facets.ideal_for%255B%255D%3DBaby%2BBoys,verified,,,,,auto-matched 'Infant Winter Wear' score=0.93
Baby & Kids,Girls' Winter Wear,Thermals,"https://www.flipkart.com/clothing-and-accessories/winter-wear/thermals/men-thermals/pr?sid=clo,qvw,ugg,oak",url_found,,,,,Matched 'Thermals' score=0.85
Baby & Kids,Toys,Remote Control Toys,"https://www.flipkart.com/toys/remote-control-toys/pr?sid=mgl,56m",verified,,,,,Matched 'Remote Control Toys' score=0.85
Baby & Kids,Toys,Educational Toys,"https://www.flipkart.com/toys/educational-toys/learning-toys/pr?sid=mgl,u35",verified,,,,,Matched 'Educational Toys' score=0.85
Baby & Kids,Toys,Soft Toys+,,,,,,,
Baby & Kids,Toys,Cars & Die-cast Vehicles,https://www.flipkart.com/toys/vehicle-action-toys/vehicle-pull-along/pr?sid=mgl%2Cj6q,url_found,,,,,auto-matched 'Cars & Die-cast Vehicles' score=0.75
Baby & Kids,Toys,"Outdoor Toys
Action Figures",,,,,,,
Baby & Kids,Toys,Board Games,"https://www.flipkart.com/toys/puzzles-board-games/card-games/pr?sid=mgl,qet",url_found,,,,,Matched 'Board Games' score=0.85
Baby & Kids,Toys,Musical Toys,"https://www.flipkart.com/toys/musical-toys/pr?sid=mgl,pz4",url_found,,,,,Matched 'Musical Toys' score=0.85
Baby & Kids,Toys,Dolls & Doll Houses,"https://www.flipkart.com/toys/dolls-doll-houses/pr?sid=mgl,fnw",url_found,,,,,Matched 'Dolls & Doll Houses' score=0.85
Baby & Kids,Toys,Puzzles,"https://www.flipkart.com/toys/puzzles/pr?sid=mgl,lu4",url_found,,,,,Matched 'Puzzles' score=0.85
Baby & Kids,Toys,S.T.E.M Toys,https://www.flipkart.com/search?q=stem+toys&sid=tng%2Cll1&suggestionId=stem+toys%7CLearning+and+Educational+Toys&requestId=7e4d95e0-03a6-4100-a342-9e57c361c593,verified,,,,,auto-matched 'S.T.E.M Toys' score=0.75
Baby & Kids,Toys,Party Supplies,"https://www.flipkart.com/toys/party-supplies/pr?sid=mgl,ksc",verified,,,,,Matched 'Party Supplies' score=0.85
Baby & Kids,School Supplies,School Bags,"https://www.flipkart.com/kids-accessories/school-supplies/school-bags/pr?sid=d69,thr,wsp",verified,,,,,Matched 'School Bags' score=0.88
Baby & Kids,School Supplies,School Combo Sets,https://www.flipkart.com/toys/school-supplies/school-sets/pr?sid=mgl%2Cthr%2Cscm,url_found,,,,,auto-matched 'School Combo Sets' score=0.91
Baby & Kids,School Supplies,Lunch Box,"https://www.flipkart.com/kitchen-cookware-serveware/lunch-boxes-bottles-and-flasks/lunch-boxes/pr?sid=upp,f2k,u70",url_found,,,,,Matched 'Lunch Boxes' score=0.80
Baby & Kids,Baby Care,Diapers,https://www.flipkart.com/baby-care/diaper-potty-training/baby-diapers/pr?sid=kyh%2Cfdp%2Cyvf,verified,,,,,URL found by discover_categories on 2026-06-07
Baby & Kids,Baby Care,Wipes,https://www.flipkart.com/baby-care/diaper-potty-training/baby-wipes/pr?sid=kyh%2Cfdp%2Ckvq&p%5B%5D=facets.serviceability%5B%5D%3Dtrue,verified,,,,,auto-matched 'Wipes' score=1.00
